Spec,Last Sale,Net,Bid,Ask,Vol,Open Int,Type,Strike,dtExpiry,dtTrade,Mid,QuickDelta,IVBid,IVAsk,IR,IDIV,ATMVol,Fwd,T
11 Dec 1375.00 (SPX1117L1375-E),43.1,-1.5,41.2,48.8,400,10081,C,1375.0,2011-12-17,2011-01-24,45.0,0.33983640802,0.165645787728,0.182765922814,0.00468814004995,0.0203434906722,0.197990680852,1272.61520491,0.895890410959
11 Dec 1400.00 (SPX1117L1400-E),36.2,0.0,32.4,40.1,114,71341,C,1400.0,2011-12-17,2011-01-24,36.25,0.305355420052,0.16029209573,0.178668481994,0.00468814004995,0.0203434906722,0.197990680852,1272.61520491,0.895890410959
11 Dec 1425.00 (SPX1117L1425-E),28.05,0.05,24.5,32.4,10,13219,C,1425.0,2011-12-17,2011-01-24,28.45,0.273085865926,0.154071012403,0.174475572492,0.00468814004995,0.0203434906722,0.197990680852,1272.61520491,0.895890410959
11 Dec 1450.00 (SPX1117L1450-E),21.0,-1.0,18.9,25.2,1250,22432,C,1450.0,2011-12-17,2011-01-24,22.05,0.243116888939,0.150914098517,0.168868097684,0.00468814004995,0.0203434906722,0.197990680852,1272.61520491,0.895890410959
11 Dec 1475.00 (SPX1117L1475-E),17.0,0.0,13.6,19.9,0,5519,C,1475.0,2011-12-17,2011-01-24,16.75,0.215485864485,0.145459491379,0.165746809448,0.00468814004995,0.0203434906722,0.197990680852,1272.61520491,0.895890410959
11 Dec 1090.00 (SPX1117X1090-E),0.0,0.0,37.1,44.8,0,0,P,1090.0,2011-12-17,2011-01-24,40.95,0.795753770781,0.234213394911,0.256094410947,0.00468814004995,0.0203434906722,0.197990680852,1272.61520491,0.895890410959
11 Dec 1095.00 (SPX1117X1095-E),0.0,0.0,38.1,45.8,0,0,P,1095.0,2011-12-17,2011-01-24,41.95,0.788760458293,0.233067193321,0.254655851496,0.00468814004995,0.0203434906722,0.197990680852,1272.61520491,0.895890410959
11 Dec 1100.00 (SPX1117X1100-E),45.0,-0.3,39.1,46.8,6000,88748,P,1100.0,2011-12-17,2011-01-24,42.95,0.781661609379,0.231840194892,0.253164397706,0.00468814004995,0.0203434906722,0.197990680852,1272.61520491,0.895890410959
11 Dec 1125.00 (SPX1117X1125-E),49.0,-0.5,44.5,52.2,1,22724,P,1125.0,2011-12-17,2011-01-24,48.35,0.744698400035,0.225921824666,0.245982710811,0.00468814004995,0.0203434906722,0.197990680852,1272.61520491,0.895890410959
11 Dec 1140.00 (SPX1117X1140-E),79.8,0.0,48.2,55.8,0,80,P,1140.0,2011-12-17,2011-01-24,52.0,0.721472106435,0.222771005307,0.241912637333,0.00468814004995,0.0203434906722,0.197990680852,1272.61520491,0.895890410959
11 Dec 1150.00 (SPX1117X1150-E),58.0,0.0,50.6,58.1,1500,44342,P,1150.0,2011-12-17,2011-01-24,54.35,0.705613876203,0.220170643461,0.238673484738,0.00468814004995,0.0203434906722,0.197990680852,1272.61520491,0.895890410959
11 Dec 1175.00 (SPX1117X1175-E),62.0,-1.6,57.1,64.8,10,25868,P,1175.0,2011-12-17,2011-01-24,60.95,0.66489353051,0.213743586683,0.231836434634,0.00468814004995,0.0203434906722,0.197990680852,1272.61520491,0.895890410959
11 Dec 1180.00 (SPX1117X1180-E),74.5,0.0,58.5,66.2,0,26,P,1180.0,2011-12-17,2011-01-24,62.35,0.656598326872,0.212489452952,0.230417715792,0.00468814004995,0.0203434906722,0.197990680852,1272.61520491,0.895890410959
11 Dec 1200.00 (SPX1117X1200-E),72.3,0.0,64.5,72.2,0,54771,P,1200.0,2011-12-17,2011-01-24,68.35,0.623054028672,0.20769929604,0.225056743699,0.00468814004995,0.0203434906722,0.197990680852,1272.61520491,0.895890410959
11 Dec 1225.00 (SPX1117X1225-E),79.6,0.7,72.7,80.4,600,5463,P,1225.0,2011-12-17,2011-01-24,76.55,0.580621677389,0.201622489647,0.218406538912,0.00468814004995,0.0203434906722,0.197990680852,1272.61520491,0.895890410959
11 Dec 1250.00 (SPX1117X1250-E),85.0,-3.2,81.9,89.5,1750,24256,P,1250.0,2011-12-17,2011-01-24,85.7,0.538112443717,0.195798495613,0.211965555034,0.00468814004995,0.0203434906722,0.197990680852,1272.61520491,0.895890410959
12 Jun 1275.00 (SPX1216F1275-E),110.7,0.0,110.7,118.2,0,1410,C,1275.0,2012-06-16,2011-01-24,114.45,0.485949166614,0.196015616435,0.208760029306,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1300.00 (SPX1216F1300-E),95.0,0.0,97.2,104.8,0,10542,C,1300.0,2012-06-16,2011-01-24,101.0,0.454092851502,0.190905315043,0.203774590993,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1325.00 (SPX1216F1325-E),45.0,0.0,84.7,92.3,0,45,C,1325.0,2012-06-16,2011-01-24,88.5,0.423126587174,0.186090921301,0.199016142146,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1350.00 (SPX1216F1350-E),61.5,0.0,73.1,80.8,0,2010,C,1350.0,2012-06-16,2011-01-24,76.95,0.393193007964,0.181348306795,0.194612402283,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1375.00 (SPX1216F1375-E),67.0,0.0,62.3,69.9,0,250,C,1375.0,2012-06-16,2011-01-24,66.1,0.364409519579,0.176454557601,0.189841194893,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1400.00 (SPX1216F1400-E),55.5,0.0,52.7,60.4,0,2133,C,1400.0,2012-06-16,2011-01-24,56.55,0.33686899255,0.172085681875,0.186086097791,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1425.00 (SPX1216F1425-E),36.25,0.0,43.9,51.6,0,70,C,1425.0,2012-06-16,2011-01-24,47.75,0.310640962559,0.167513108863,0.182125777452,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1450.00 (SPX1216F1450-E),40.15,0.0,35.8,43.7,0,1152,C,1450.0,2012-06-16,2011-01-24,39.75,0.285773217358,0.162489316013,0.17833226127,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1475.00 (SPX1216F1475-E),31.8,9.6,28.9,36.8,15,1015,C,1475.0,2012-06-16,2011-01-24,32.85,0.262293658591,0.158021860299,0.174961499374,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1500.00 (SPX1216F1500-E),27.5,0.0,22.8,30.7,0,8382,C,1500.0,2012-06-16,2011-01-24,26.75,0.240212338309,0.15332421484,0.17169612507,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1550.00 (SPX1216F1550-E),18.0,0.0,14.1,20.4,0,17,C,1550.0,2012-06-16,2011-01-24,17.25,0.200208133228,0.146660978884,0.164581632545,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1050.00 (SPX1216R1050-E),70.0,0.0,51.6,59.2,0,8657,P,1050.0,2012-06-16,2011-01-24,55.4,0.778063056439,0.244577968753,0.261898669604,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1075.00 (SPX1216R1075-E),63.7,-7.8,57.0,64.6,15,1338,P,1075.0,2012-06-16,2011-01-24,60.8,0.748126080476,0.238859427326,0.255315819411,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1100.00 (SPX1216R1100-E),68.5,0.0,62.9,70.6,0,10036,P,1100.0,2012-06-16,2011-01-24,66.75,0.716939103365,0.233233269215,0.249143716958,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1125.00 (SPX1216R1125-E),82.0,0.0,69.5,77.1,0,680,P,1125.0,2012-06-16,2011-01-24,73.3,0.684767229288,0.22801792081,0.243061349542,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1150.00 (SPX1216R1150-E),83.0,-6.6,76.6,84.2,300,2476,P,1150.0,2012-06-16,2011-01-24,80.4,0.65188274526,0.222719740741,0.237194433481,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1175.00 (SPX1216R1175-E),97.7,0.0,84.2,91.8,0,3353,P,1175.0,2012-06-16,2011-01-24,88.0,0.618557779686,0.217278932907,0.231268696989,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1200.00 (SPX1216R1200-E),106.6,0.0,92.5,100.2,0,2675,P,1200.0,2012-06-16,2011-01-24,96.35,0.585057734031,0.2119877238,0.225764645571,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1225.00 (SPX1216R1225-E),126.0,0.0,101.6,109.2,0,2117,P,1225.0,2012-06-16,2011-01-24,105.4,0.551635650664,0.206945306119,0.220228585544,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Jun 1250.00 (SPX1216R1250-E),115.5,0.0,111.4,118.9,0,1505,P,1250.0,2012-06-16,2011-01-24,115.15,0.518527607503,0.201903910827,0.214780153463,0.00603898242904,0.0208779744964,0.205287520409,1264.15788736,1.39452054795
12 Dec 1275.00 (SPX1222L1275-E),129.0,0.0,130.3,137.9,0,1900,C,1275.0,2012-12-22,2011-01-24,134.1,0.482829178606,0.201064589338,0.212229119126,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1300.00 (SPX1222L1300-E),122.0,0.0,117.0,124.6,0,26659,C,1300.0,2012-12-22,2011-01-24,120.8,0.456249198139,0.196496605789,0.207610081351,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1350.00 (SPX1222L1350-E),96.2,0.0,92.7,100.4,0,12501,C,1350.0,2012-12-22,2011-01-24,96.55,0.405249154516,0.187775021713,0.19912202066,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1400.00 (SPX1222L1400-E),75.3,0.0,73.4,79.4,0,38909,C,1400.0,2012-12-22,2011-01-24,76.4,0.357572807316,0.18236475753,0.191489187579,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1450.00 (SPX1222L1450-E),55.6,0.0,53.4,61.1,0,11362,C,1450.0,2012-12-22,2011-01-24,57.25,0.313578512176,0.171408655305,0.183875642302,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1500.00 (SPX1222L1500-E),40.0,0.0,38.3,46.0,0,43560,C,1500.0,2012-12-22,2011-01-24,42.15,0.273448853849,0.163413046675,0.17710758593,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1550.00 (SPX1222L1550-E),29.8,0.0,26.1,34.0,0,6197,C,1550.0,2012-12-22,2011-01-24,30.05,0.237220477255,0.155353667073,0.171358845413,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1600.00 (SPX1222L1600-E),19.3,-0.7,17.5,23.8,1000,79326,C,1600.0,2012-12-22,2011-01-24,20.65,0.204814862844,0.149325304603,0.1644572904,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1000.00 (SPX1222X1000-E),64.8,0.0,61.2,67.4,0,26099,P,1000.0,2012-12-22,2011-01-24,64.3,0.786146990427,0.258121508713,0.270738419564,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1025.00 (SPX1222X1025-E),104.0,0.0,65.2,72.9,0,2704,P,1025.0,2012-12-22,2011-01-24,69.05,0.760569497933,0.24993635177,0.26492027979,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1050.00 (SPX1222X1050-E),85.85,0.0,74.0,78.7,0,18082,P,1050.0,2012-12-22,2011-01-24,76.35,0.734078854103,0.250309525927,0.259038116895,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1075.00 (SPX1222X1075-E),90.8,0.0,77.6,85.2,0,5952,P,1075.0,2012-12-22,2011-01-24,81.4,0.706850974597,0.240218575199,0.253793752484,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1100.00 (SPX1222X1100-E),93.0,0.0,83.9,91.0,0,49899,P,1100.0,2012-12-22,2011-01-24,87.45,0.67906385053,0.23444727707,0.246677067276,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1125.00 (SPX1222X1125-E),110.4,0.0,91.5,99.1,0,7853,P,1125.0,2012-12-22,2011-01-24,95.3,0.650893942024,0.230176565506,0.242806761046,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1150.00 (SPX1222X1150-E),104.0,0.0,99.2,106.8,0,31633,P,1150.0,2012-12-22,2011-01-24,103.0,0.62251301436,0.225257981233,0.237516397871,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1175.00 (SPX1222X1175-E),167.7,0.0,107.3,115.0,0,8506,P,1175.0,2012-12-22,2011-01-24,111.15,0.594085454705,0.220194073209,0.232286992931,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1200.00 (SPX1222X1200-E),120.2,0.0,116.1,123.8,0,63234,P,1200.0,2012-12-22,2011-01-24,119.95,0.565766082327,0.215412997795,0.227232181624,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1220.00 (SPX1222X1220-E),187.2,0.0,123.7,131.3,0,1277,P,1220.0,2012-12-22,2011-01-24,127.5,0.543285355801,0.21184875509,0.22331975737,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1225.00 (SPX1222X1225-E),153.0,0.0,125.6,133.2,0,2756,P,1225.0,2012-12-22,2011-01-24,129.4,0.537698444614,0.210863609842,0.222306748658,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
12 Dec 1250.00 (SPX1222X1250-E),143.0,0.0,135.7,143.3,0,7960,P,1250.0,2012-12-22,2011-01-24,139.5,0.51001357519,0.206330060621,0.21760412,0.0080208507183,0.0209173888037,0.210102084638,1259.15021058,1.91232876712
13 Dec 1275.00 (SPX1321L1275-E),166.0,0.0,162.5,170.4,0,125,C,1275.0,2013-12-21,2011-01-24,166.45,0.483065578047,0.208257331871,0.217946851137,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1300.00 (SPX1321L1300-E),0.0,0.0,149.7,157.6,0,0,C,1300.0,2013-12-21,2011-01-24,153.65,0.462121086198,0.204452587599,0.214080342704,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1325.00 (SPX1321L1325-E),0.0,0.0,137.5,145.4,0,0,C,1325.0,2013-12-21,2011-01-24,141.45,0.441676776156,0.20078904757,0.210388046082,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1350.00 (SPX1321L1350-E),0.0,0.0,125.9,133.6,0,0,C,1350.0,2013-12-21,2011-01-24,129.75,0.421764250044,0.197250866666,0.206612034913,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1375.00 (SPX1321L1375-E),118.0,0.0,114.9,122.6,0,140,C,1375.0,2013-12-21,2011-01-24,118.75,0.402409494107,0.193825534097,0.203226400128,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1400.00 (SPX1321L1400-E),106.0,0.0,104.4,112.1,0,200,C,1400.0,2013-12-21,2011-01-24,108.25,0.383633245268,0.190380471928,0.199857668841,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1425.00 (SPX1321L1425-E),0.0,0.0,94.5,102.2,0,0,C,1425.0,2013-12-21,2011-01-24,98.35,0.365451373081,0.187029783163,0.196622150006,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1450.00 (SPX1321L1450-E),80.0,0.0,85.3,93.0,0,300,C,1450.0,2013-12-21,2011-01-24,89.15,0.347875268744,0.183896492804,0.193644518819,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1475.00 (SPX1321L1475-E),0.0,0.0,76.5,84.2,0,0,C,1475.0,2013-12-21,2011-01-24,80.35,0.330912234225,0.180598511768,0.190549457914,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1500.00 (SPX1321L1500-E),72.0,0.0,68.2,75.8,0,850,C,1500.0,2013-12-21,2011-01-24,72.0,0.314565865777,0.177253801912,0.187328388171,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1525.00 (SPX1321L1525-E),0.0,0.0,60.7,68.3,0,0,C,1525.0,2013-12-21,2011-01-24,64.5,0.298836427239,0.174269974157,0.184646317009,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1550.00 (SPX1321L1550-E),0.0,0.0,53.8,61.5,0,0,C,1550.0,2013-12-21,2011-01-24,57.65,0.283721209519,0.171401730755,0.182276724398,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1600.00 (SPX1321L1600-E),44.6,0.0,41.3,49.0,0,625,C,1600.0,2013-12-21,2011-01-24,45.15,0.255309774558,0.165327876174,0.177158243209,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1650.00 (SPX1321L1650-E),0.0,0.0,30.7,38.6,0,0,C,1650.0,2013-12-21,2011-01-24,34.65,0.229262987339,0.159068119653,0.172568550474,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1700.00 (SPX1321L1700-E),0.0,0.0,22.4,30.3,0,0,C,1700.0,2013-12-21,2011-01-24,26.35,0.205484631077,0.153556802928,0.168866724588,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 925.00 (SPX1321X925-E),0.0,0.0,70.0,77.9,0,0,P,925.0,2013-12-21,2011-01-24,73.95,0.795972482038,0.266943470959,0.281162142013,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 950.00 (SPX1321X950-E),87.3,0.0,75.5,83.2,0,1,P,950.0,2013-12-21,2011-01-24,79.35,0.774887531692,0.262285664447,0.275564842608,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 975.00 (SPX1321X975-E),89.0,0.0,81.3,89.0,0,1,P,975.0,2013-12-21,2011-01-24,85.15,0.75321336923,0.257683867566,0.270427582559,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1000.00 (SPX1321X1000-E),95.0,0.0,87.5,95.2,0,420,P,1000.0,2013-12-21,2011-01-24,91.35,0.731057919597,0.253265107157,0.265517732019,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1025.00 (SPX1321X1025-E),0.0,0.0,94.1,101.8,0,0,P,1025.0,2013-12-21,2011-01-24,97.95,0.708527917062,0.248992370288,0.260806053946,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1050.00 (SPX1321X1050-E),117.35,0.0,101.0,108.7,0,303,P,1050.0,2013-12-21,2011-01-24,104.85,0.685727487394,0.244683642243,0.256100994384,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1075.00 (SPX1321X1075-E),0.0,0.0,108.2,115.9,0,0,P,1075.0,2013-12-21,2011-01-24,112.05,0.662756957179,0.240330528382,0.251396319959,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1100.00 (SPX1321X1100-E),132.5,0.0,115.9,123.6,0,1004,P,1100.0,2013-12-21,2011-01-24,119.75,0.639711883663,0.236204192365,0.246937978783,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1125.00 (SPX1321X1125-E),0.0,0.0,123.9,131.6,0,0,P,1125.0,2013-12-21,2011-01-24,127.75,0.616682293212,0.231982434978,0.24243976688,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1150.00 (SPX1321X1150-E),0.0,0.0,132.5,140.1,0,100,P,1150.0,2013-12-21,2011-01-24,136.3,0.593752112706,0.228052720603,0.238139119216,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1175.00 (SPX1321X1175-E),0.0,0.0,141.3,149.0,0,0,P,1175.0,2013-12-21,2011-01-24,145.15,0.570998775801,0.223873199339,0.233872993779,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1200.00 (SPX1321X1200-E),164.0,0.0,150.7,158.4,0,200,P,1200.0,2013-12-21,2011-01-24,154.55,0.548492984681,0.219943966515,0.229754049293,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1225.00 (SPX1321X1225-E),0.0,0.0,160.6,168.3,0,0,P,1225.0,2013-12-21,2011-01-24,164.45,0.526298607542,0.216104649618,0.225760986805,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
13 Dec 1250.00 (SPX1321X1250-E),177.0,0.0,171.0,178.6,0,1205,P,1250.0,2013-12-21,2011-01-24,174.8,0.504472692325,0.212336830467,0.22175265893,0.0126870691903,0.0222483447249,0.216298645367,1255.18138954,2.9095890411
